Venue,Borough,Venue Category,Group,Venue Latitude,Venue Longitude,BoroughLocation
Mother,Wandsworth,Pizza Place,Eating out,51.48335913821796,-0.14697862238683512,"[51.4567, -0.191]"
Tonkotsu Battersea Power Station,Wandsworth,Ramen Restaurant,Eating out,51.483177,-0.14714229,"[51.4567, -0.191]"
Duchess Belle,Wandsworth,Bar,Going out,51.47931261683572,-0.14250978195443237,"[51.4567, -0.191]"
The Locals Cafe,Westminster,Café,Eating out,51.48772172677209,-0.1496739801579658,"[51.4973, -0.1372]"
PureGym,Lambeth,Gym / Fitness Center,Health and Sports,51.47567606794503,-0.13146296175776234,"[51.4607, -0.1163]"
Cable Bar & Cafe,Lambeth,Café,Eating out,51.480743,-0.111164,"[51.4607, -0.1163]"
Oval Farmers' Market,Lambeth,Farmers Market,Groceries,51.48134337949233,-0.11221925213337314,"[51.4607, -0.1163]"
The Canton Arms,Lambeth,Gastropub,Going out,51.47717098674605,-0.12316774827524002,"[51.4607, -0.1163]"
Adulis,Lambeth,African Restaurant,Eating out,51.47948554211717,-0.11170238206648013,"[51.4607, -0.1163]"
Cafe Van Gogh,Lambeth,Café,Eating out,51.477608,-0.11257935,"[51.4607, -0.1163]"
Di Lieto,Lambeth,Café,Eating out,51.478401659990475,-0.1123764821531861,"[51.4607, -0.1163]"
Tea House Theatre,Lambeth,Tea Room,Eating out,51.48811785365184,-0.12062872339461408,"[51.4607, -0.1163]"
Sugar Pot,Lambeth,Coffee Shop,Eating out,51.483788,-0.110945,"[51.4607, -0.1163]"
Malinka,Lambeth,Deli / Bodega,Groceries,51.47902681770693,-0.1119208256912175,"[51.4607, -0.1163]"
Lidl,Lambeth,Supermarket,Groceries,51.4736636039901,-0.120809822748746,"[51.4607, -0.1163]"
FWR Tyres,Lambeth,Motorcycle Shop,Shopping,51.48674121277215,-0.1113438606262207,"[51.4607, -0.1163]"
Hanover Arms,Lambeth,Pub,Going out,51.48150209678607,-0.11288475350503753,"[51.4607, -0.1163]"
Van Gogh Walk,Lambeth,Plaza,Other,51.47575794841629,-0.1141329196120433,"[51.4607, -0.1163]"
The Kennington,Lambeth,Pub,Going out,51.480168242302305,-0.1078845006415781,"[51.4607, -0.1163]"
Prince of Wales,Lambeth,Pub,Going out,51.48801062775591,-0.10914240604214287,"[51.4607, -0.1163]"
The Gym,Lambeth,Gym / Fitness Center,Health and Sports,51.476470716653175,-0.11703829949858588,"[51.4607, -0.1163]"
Cable Bakery,Lambeth,Bakery,Groceries,51.48033961167374,-0.10811062256563128,"[51.4607, -0.1163]"
The Beehive,Southwark,Pub,Going out,51.48616854295775,-0.09829657501736666,"[51.5035, -0.0804]"
Burger Craft @ The Steam Engine,Lambeth,Burger Joint,Eating out,51.49700176738869,-0.11251330375671387,"[51.4607, -0.1163]"
The Best Kebab,Southwark,Falafel Restaurant,Eating out,51.48692634161355,-0.09510690660086948,"[51.5035, -0.0804]"
Orbit Brewery,Southwark,Brewery,Other,51.485174464756874,-0.09601271320013703,"[51.5035, -0.0804]"
Typo Cafe (London College of Communication),Southwark,College Cafeteria,Eating out,51.49484208207443,-0.10149964859443372,"[51.5035, -0.0804]"
Louie Louie,Southwark,Café,Eating out,51.48600790672163,-0.09420237224963968,"[51.5035, -0.0804]"
Bayroot,Southwark,Middle Eastern Restaurant,Eating out,51.484211860217485,-0.09391648016605414,"[51.5035, -0.0804]"
La Luna,Southwark,Italian Restaurant,Eating out,51.48465150444145,-0.09383054151453664,"[51.5035, -0.0804]"
The Eagle,Lambeth,Gay Bar,Going out,51.486268,-0.119273,"[51.4607, -0.1163]"
Coffee Studio 7Gr. Clapham,Lambeth,Coffee Shop,Eating out,51.476454,-0.118023,"[51.4607, -0.1163]"
Fowlds Cafe,Southwark,Coffee Shop,Eating out,51.480900516566564,-0.09355078908735368,"[51.5035, -0.0804]"
Above The Stag Theatre,Lambeth,Theater,Entertainment,51.48751986231018,-0.1231495649243991,"[51.4607, -0.1163]"
The Fentiman Arms,Lambeth,Pub,Going out,51.480923920898874,-0.11821217608653001,"[51.4607, -0.1163]"
Daebak,Lambeth,Korean Restaurant,Eating out,51.486525,-0.119016,"[51.4607, -0.1163]"
The Vauxhall Griffin,Lambeth,Pub,Going out,51.481581,-0.125754,"[51.4607, -0.1163]"
Arments Pie & Mash,Southwark,Pie Shop,Shopping,51.48429400008485,-0.09308644722929897,"[51.5035, -0.0804]"
Zeret Kitchen,Southwark,Ethiopian Restaurant,Eating out,51.47862558552337,-0.09437835211676653,"[51.5035, -0.0804]"
Safestay,Southwark,Hostel,Other,51.49079515962011,-0.09744930659682009,"[51.5035, -0.0804]"
Ministry of Sound,Southwark,Nightclub,Going out,51.49747632838908,-0.09960660124245375,"[51.5035, -0.0804]"
Prairie Fire BBQ,Southwark,American Restaurant,Eating out,51.49864991993966,-0.09894122706979928,"[51.5035, -0.0804]"
Spit and Sawdust,Southwark,Pub,Going out,51.49484975849696,-0.0886399584543905,"[51.5035, -0.0804]"
Chimichurris,Southwark,Argentinian Restaurant,Eating out,51.500664,-0.099020116,"[51.5035, -0.0804]"
Lebanese Grill,Southwark,Lebanese Restaurant,Eating out,51.49419861317102,-0.09188727475756739,"[51.5035, -0.0804]"
Sainsbury's,Southwark,Supermarket,Groceries,51.49449326758712,-0.09802807320018703,"[51.5035, -0.0804]"
Cafe House,Southwark,Café,Eating out,51.48984840553601,-0.09652491310289141,"[51.5035, -0.0804]"
Duke Of York,Southwark,Pub,Going out,51.499217000030974,-0.09974165262935339,"[51.5035, -0.0804]"
Badiani,Southwark,Ice Cream Shop,Eating out,51.49873145845947,-0.09853020417380025,"[51.5035, -0.0804]"
Oli Food Centre,Southwark,Food & Drink Shop,Groceries,51.48587477871736,-0.09423921937531599,"[51.5035, -0.0804]"
The Argentine Grill,Southwark,Argentinian Restaurant,Eating out,51.498665,-0.09887863,"[51.5035, -0.0804]"
The Libertine,Southwark,Pub,Going out,51.50047901837831,-0.09736101875480746,"[51.5035, -0.0804]"
The Gladstone Arms,Southwark,Pub,Going out,51.50096055081825,-0.09503092331812046,"[51.5035, -0.0804]"
Burgess Park,Southwark,Park,Green spaces,51.48242521151098,-0.08578777313232422,"[51.5035, -0.0804]"
The Roebuck,Southwark,Pub,Going out,51.498109,-0.090621,"[51.5035, -0.0804]"
Empire Square,Southwark,Residential Building (Apartment / Condo),Other,51.50033186656967,-0.09103103419558004,"[51.5035, -0.0804]"
Flour & Grape,Southwark,Italian Restaurant,Eating out,51.497965134193855,-0.08133606757448779,"[51.5035, -0.0804]"
Locanda del Melo,Southwark,Italian Restaurant,Eating out,51.498384,-0.084012,"[51.5035, -0.0804]"
Hej Roastery,Southwark,Coffee Shop,Eating out,51.491853058760704,-0.09111282411265038,"[51.5035, -0.0804]"
The Other Room,Southwark,Bar,Going out,51.495772,-0.082987,"[51.5035, -0.0804]"
Alex Monroe Jewellery,Southwark,Jewelry Store,Shopping,51.50217792851145,-0.08487582206726074,"[51.5035, -0.0804]"
Champor Champor,Southwark,Asian Restaurant,Eating out,51.502432,-0.085529,"[51.5035, -0.0804]"
HEJ,Southwark,Coffee Shop,Eating out,51.497149552511715,-0.08101424581686643,"[51.5035, -0.0804]"
Caphe House,Southwark,Vietnamese Restaurant,Eating out,51.50034380457489,-0.08159058348792297,"[51.5035, -0.0804]"
Duddell's,Southwark,Cantonese Restaurant,Eating out,51.50498917593683,-0.0885104500761026,"[51.5035, -0.0804]"
GŎNG Bar,Southwark,Hotel Bar,Going out,51.50341198045932,-0.0848543643951416,"[51.5035, -0.0804]"
COLAB Factory,Southwark,Theater,Entertainment,51.50019005651008,-0.09018404172995856,"[51.5035, -0.0804]"
Nelson's,Southwark,Café,Eating out,51.5019386703853,-0.09259219898019111,"[51.5035, -0.0804]"
Roka,Southwark,Breakfast Spot,Eating out,51.49586762068132,-0.07907187983064669,"[51.5035, -0.0804]"
Hobbs Roast Meat,Southwark,BBQ Joint,Eating out,51.50540244849952,-0.09001105706625039,"[51.5035, -0.0804]"
B Street Deli,Southwark,Deli / Bodega,Groceries,51.50102592570228,-0.08198376769879934,"[51.5035, -0.0804]"
Kino Bermondsey,Southwark,Indie Movie Theater,Entertainment,51.497590460044265,-0.08089550458183128,"[51.5035, -0.0804]"
Dragon Castle,Southwark,Cantonese Restaurant,Eating out,51.49216091775606,-0.09818984087917434,"[51.5035, -0.0804]"
Bala Baya,Southwark,Israeli Restaurant,Eating out,51.503273292758884,-0.10168848263965446,"[51.5035, -0.0804]"
Mc & Sons,Southwark,Irish Pub,Going out,51.50379464113022,-0.09980837646278647,"[51.5035, -0.0804]"
Fitness4less,Southwark,Gym / Fitness Center,Health and Sports,51.50437435149201,-0.10146266537098739,"[51.5035, -0.0804]"
Turnips,Southwark,Fruit & Vegetable Store,Shopping,51.50553370649663,-0.09068522168807895,"[51.5035, -0.0804]"
Boro Bistro,Southwark,Bistro,Eating out,51.505967504935256,-0.08872409110956164,"[51.5035, -0.0804]"
Shrigley's,Southwark,Moroccan Restaurant,Eating out,51.503666,-0.09124976,"[51.5035, -0.0804]"
Unicorn Theatre,Southwark,Theater,Entertainment,51.50399495922866,-0.0809910048659477,"[51.5035, -0.0804]"
Flat Iron,Southwark,Steakhouse,Eating out,51.50420947888776,-0.08225408024688735,"[51.5035, -0.0804]"
Brindisa,Southwark,Spanish Restaurant,Eating out,51.50564847125995,-0.09118998740604416,"[51.5035, -0.0804]"
The Rose Public House,Southwark,Pub,Going out,51.50231392196969,-0.08560419615821602,"[51.5035, -0.0804]"
Bao Borough,Southwark,Karaoke Bar,Going out,51.505689,-0.09165,"[51.5035, -0.0804]"
The Doodle Bar,Southwark,Bar,Going out,51.50026439864934,-0.07616734032277751,"[51.5035, -0.0804]"
London Glassblowing,Southwark,Art Gallery,Entertainment,51.50163839315069,-0.08223895721848577,"[51.5035, -0.0804]"
Premier Inn London Southwark (Borough High St),Southwark,Hotel,Other,51.5033961,-0.0911515,"[51.5035, -0.0804]"
The Gentlemen Baristas,Southwark,Coffee Shop,Eating out,51.50268372480745,-0.08402545441640541,"[51.5035, -0.0804]"
Oblix at The Shard,Southwark,Restaurant,Eating out,51.504243041341056,-0.08637805787116971,"[51.5035, -0.0804]"
Hilton,Southwark,Hotel,Other,51.50470959947174,-0.0821501761456047,"[51.5035, -0.0804]"
Bar Tozino,Southwark,Tapas Restaurant,Eating out,51.49921957139185,-0.07544731743672019,"[51.5035, -0.0804]"
Anspach & Hobday,Southwark,Brewery,Other,51.498800626224025,-0.07342634591444085,"[51.5035, -0.0804]"
Brew by Numbers,Southwark,Brewery,Other,51.497517,-0.072148,"[51.5035, -0.0804]"
The Grange Pub,Southwark,Pub,Going out,51.49389329578562,-0.07483053154142526,"[51.5035, -0.0804]"
Cafe Amisha,Southwark,Italian Restaurant,Eating out,51.49510515208848,-0.07662634282745129,"[51.5035, -0.0804]"
Bermondsey Spa Gardens,Southwark,Park,Green spaces,51.49490744632701,-0.07427043185361624,"[51.5035, -0.0804]"
Le Pont de la Tour,Southwark,French Restaurant,Eating out,51.50385213069224,-0.07364502506912927,"[51.5035, -0.0804]"
The Kings Arms,Southwark,Pub,Going out,51.50142607833732,-0.07585609477650351,"[51.5035, -0.0804]"
White Mulberries,Tower Hamlets,Coffee Shop,Eating out,51.507206,-0.0711295,"[51.5099, -0.0059]"
Coya Angel Court,City of London,Latin American Restaurant,Eating out,51.5149821429662,-0.087337601567967,"[51.5155, -0.0922]"
Wilton's Music Hall,Tower Hamlets,Music Venue,Entertainment,51.51040858309498,-0.06686471695487596,"[51.5099, -0.0059]"
Hermitage Riverside Memorial Garden,Tower Hamlets,Park,Green spaces,51.50457239251929,-0.06769372712667417,"[51.5099, -0.0059]"
Wombat's London,Tower Hamlets,Hostel,Other,51.51036693875147,-0.06826947736554304,"[51.5099, -0.0059]"
Smith's,Tower Hamlets,Seafood Restaurant,Eating out,51.50438975585799,-0.0665234488315207,"[51.5099, -0.0059]"
Urban Fitness,Tower Hamlets,Gym / Fitness Center,Health and Sports,51.51207158647524,-0.06895003632372398,"[51.5099, -0.0059]"
Bento Bab,Tower Hamlets,Korean Restaurant,Eating out,51.51201938176708,-0.06879632145656489,"[51.5099, -0.0059]"
Treves & Hyde,Tower Hamlets,Restaurant,Eating out,51.51411421160949,-0.07060639095470833,"[51.5099, -0.0059]"
4D Modelshop,Tower Hamlets,Arts & Crafts Store,Entertainment,51.51123561520239,-0.06872867362173535,"[51.5099, -0.0059]"
Amber,Tower Hamlets,Middle Eastern Restaurant,Eating out,51.51382000799698,-0.06882484772317549,"[51.5099, -0.0059]"
Curzon Aldgate,Tower Hamlets,Movie Theater,Entertainment,51.51365688983539,-0.06921708583831787,"[51.5099, -0.0059]"
The Oliver Conquest,Tower Hamlets,Pub,Going out,51.5130247,-0.07016789999999999,"[51.5099, -0.0059]"
Bella Vita,Tower Hamlets,Deli / Bodega,Groceries,51.510091309234575,-0.06809592247009277,"[51.5099, -0.0059]"
Waitrose & Partners,Tower Hamlets,Supermarket,Groceries,51.50707303416161,-0.0666046142578125,"[51.5099, -0.0059]"
Discount Suit Company,City of London,Cocktail Bar,Going out,51.516705,-0.07550586,"[51.5155, -0.0922]"
Emilia’s,Tower Hamlets,Italian Restaurant,Eating out,51.514611,-0.06921,"[51.5099, -0.0059]"
Kastner & Ovens,City of London,Café,Eating out,51.517913,-0.076465,"[51.5155, -0.0922]"
The Running Horse,Tower Hamlets,Pub,Going out,51.51353323218282,-0.06981648438765455,"[51.5099, -0.0059]"
Exmouth Coffee,Tower Hamlets,Coffee Shop,Eating out,51.515919,-0.070309,"[51.5099, -0.0059]"
Grounded,Tower Hamlets,Coffee Shop,Eating out,51.51630678447897,-0.06917875073572693,"[51.5099, -0.0059]"
Pret A Manger,Tower Hamlets,Sandwich Place,Eating out,51.50815575904006,-0.06808945056012809,"[51.5099, -0.0059]"
Qbic Hotel,Tower Hamlets,Hotel,Other,51.51618309196157,-0.06745360023687705,"[51.5099, -0.0059]"
Gunpowder,Tower Hamlets,Indian Restaurant,Eating out,51.518436325253475,-0.0747323376373174,"[51.5099, -0.0059]"
Ottolenghi,City of London,Mediterranean Restaurant,Eating out,51.51827179652063,-0.07717729864282495,"[51.5155, -0.0922]"
Chez Elles,Tower Hamlets,French Restaurant,Eating out,51.51870338331591,-0.07153256271283441,"[51.5099, -0.0059]"
Skylight Rooftop Bar,Tower Hamlets,Bar,Going out,51.50828790264595,-0.060519980915745356,"[51.5099, -0.0059]"
Whitechapel Gallery,Tower Hamlets,Art Gallery,Entertainment,51.51605041017527,-0.07024088193491729,"[51.5099, -0.0059]"
Lmnh Kitchen,Tower Hamlets,Café,Eating out,51.5128138166248,-0.0670839238435761,"[51.5099, -0.0059]"
Stolen Space Gallery,Tower Hamlets,Art Gallery,Entertainment,51.51645512028808,-0.07007094909887893,"[51.5099, -0.0059]"
Old Spitalfields Market,Tower Hamlets,Flea Market,Groceries,51.519667890407966,-0.07537465371780935,"[51.5099, -0.0059]"
Pilpel,Tower Hamlets,Falafel Restaurant,Eating out,51.514203072937484,-0.07013728814264002,"[51.5099, -0.0059]"
Mahogany Bar,Tower Hamlets,Dive Bar,Going out,51.51035392833831,-0.06687975333626074,"[51.5099, -0.0059]"
Lahore Kebab House,Tower Hamlets,Kebab Restaurant,Eating out,51.51448275170743,-0.0629117079795249,"[51.5099, -0.0059]"
Dark Sugars,Tower Hamlets,Chocolate Shop,Shopping,51.520344047475554,-0.0718766892226707,"[51.5099, -0.0059]"
Premier Inn London City Aldgate,Tower Hamlets,Hotel,Other,51.514190228042956,-0.06970051796554344,"[51.5099, -0.0059]"
Vegan Yes,Tower Hamlets,Vegetarian / Vegan Restaurant,Eating out,51.518734,-0.07148288,"[51.5099, -0.0059]"
Sud Italia,Tower Hamlets,Food Truck,Eating out,51.51955998565199,-0.0754031331087309,"[51.5099, -0.0059]"
Leman Locke,Tower Hamlets,Hotel,Other,51.51441738852141,-0.07051006747211652,"[51.5099, -0.0059]"
Clayton hotel City of London,Tower Hamlets,Hotel,Other,51.514856,-0.070777,"[51.5099, -0.0059]"
Merkamo Ethiopian,Tower Hamlets,Food Stand,Eating out,51.520099,-0.07523,"[51.5099, -0.0059]"
Hawksmoor Spitalfields,Tower Hamlets,Steakhouse,Eating out,51.521438,-0.075844,"[51.5099, -0.0059]"
Libreria,Tower Hamlets,Bookstore,Shopping,51.52028321143693,-0.07063062571526134,"[51.5099, -0.0059]"
Rough Trade East,Tower Hamlets,Record Shop,Shopping,51.521118759239336,-0.07242980528970552,"[51.5099, -0.0059]"
Sunday UpMarket,Tower Hamlets,Flea Market,Groceries,51.520400693150584,-0.07252272885715343,"[51.5099, -0.0059]"
Delamina EAST,Tower Hamlets,Middle Eastern Restaurant,Eating out,51.52131843153694,-0.07548547776552969,"[51.5099, -0.0059]"
Bari Bari,Tower Hamlets,Korean Restaurant,Eating out,51.515385,-0.068773516,"[51.5099, -0.0059]"
As Nature Intended,Tower Hamlets,Organic Grocery,Groceries,51.52130694361251,-0.07541653178451528,"[51.5099, -0.0059]"
Son of a Stag,Tower Hamlets,Clothing Store,Shopping,51.521072409085875,-0.07259240772633625,"[51.5099, -0.0059]"
Brick Lane Market,Tower Hamlets,Market,Groceries,51.52160002739757,-0.07170664083731425,"[51.5099, -0.0059]"
More Yoga Aldgate,Tower Hamlets,Yoga Studio,Health and Sports,51.515574,-0.067395,"[51.5099, -0.0059]"
Dinerama,Hackney,Street Food Gathering,Eating out,51.52326108268971,-0.07923273459774517,"[51.545, -0.0553]"
Sushinoen,Tower Hamlets,Japanese Restaurant,Eating out,51.5160182394666,-0.06920525520322131,"[51.5099, -0.0059]"
adidas studio LDN,Tower Hamlets,Pilates Studio,Health and Sports,51.521747434317696,-0.0715708879587892,"[51.5099, -0.0059]"
Smokestak,Tower Hamlets,BBQ Joint,Eating out,51.5236384972305,-0.07291113423363176,"[51.5099, -0.0059]"
Village Underground,Hackney,Music Venue,Entertainment,51.52355222406034,-0.0785581572500486,"[51.545, -0.0553]"
citizenM London Shoreditch,Hackney,Hotel,Other,51.524114983910046,-0.07868796586990356,"[51.545, -0.0553]"
Dishoom,Hackney,Indian Restaurant,Eating out,51.524514821853664,-0.0768497140891246,"[51.545, -0.0553]"
Burro e Salvia,Hackney,Italian Restaurant,Eating out,51.52442972995472,-0.0745981511372525,"[51.545, -0.0553]"
Close-Up Cinema,Tower Hamlets,Indie Movie Theater,Entertainment,51.52358891731688,-0.07209972942470932,"[51.5099, -0.0059]"
Broadgate Circle,City of London,Plaza,Other,51.51884939220051,-0.08354630198548056,"[51.5155, -0.0922]"
Brat,Hackney,English Restaurant,Eating out,51.5242190717852,-0.07705675394560946,"[51.545, -0.0553]"
Labour and Wait,Tower Hamlets,Furniture / Home Store,Shopping,51.52459820440143,-0.07334186742574808,"[51.5099, -0.0059]"
Bell Boi,Tower Hamlets,Café,Eating out,51.523568364454796,-0.07169185396074107,"[51.5099, -0.0059]"
Spitalfields City Farm,Tower Hamlets,Farm,Other,51.522337042474255,-0.06732425288050245,"[51.5099, -0.0059]"
Shoreditch House,Hackney,Social Club,Entertainment,51.52378114,-0.07593268,"[51.545, -0.0553]"
Dorsett City London,City of London,Hotel,Other,51.514035933296014,-0.07581156452943104,"[51.5155, -0.0922]"
The Japanese Canteen,City of London,Japanese Restaurant,Eating out,51.513775,-0.079079,"[51.5155, -0.0922]"
Hotel Indigo,City of London,Hotel,Other,51.5127396,-0.0759204,"[51.5155, -0.0922]"
HELIX Restaurant,City of London,Restaurant,Eating out,51.514487831810285,-0.08036044975007965,"[51.5155, -0.0922]"
Walter And Monty,City of London,Salad Place,Eating out,51.514729,-0.079948,"[51.5155, -0.0922]"
Four Seasons Hotel at Ten Trinity Square,City of London,Hotel,Other,51.51014018350471,-0.07784685767051867,"[51.5155, -0.0922]"
La Dame de Pic,City of London,French Restaurant,Eating out,51.51034483240141,-0.07902694407504281,"[51.5155, -0.0922]"
Hotel Motel One London-Tower Hill,City of London,Hotel,Other,51.51263523122936,-0.07551347682886426,"[51.5155, -0.0922]"
Willis Towers Watson,City of London,Office,Other,51.512622052323394,-0.08142683877719897,"[51.5155, -0.0922]"
Mei Ume,City of London,Asian Restaurant,Eating out,51.510025,-0.07799227,"[51.5155, -0.0922]"
Virgin Active,City of London,Gym / Fitness Center,Health and Sports,51.51180363322763,-0.07458901130417583,"[51.5155, -0.0922]"
Pizza Union,Tower Hamlets,Pizza Place,Eating out,51.51382253031655,-0.07052889067428919,"[51.5099, -0.0059]"
Jack The Ripper Tour,City of London,General Entertainment,Entertainment,51.51001637022891,-0.0768226849867608,"[51.5155, -0.0922]"
Assenheims 56,City of London,South American Restaurant,Eating out,51.50989874305696,-0.08092435852906497,"[51.5155, -0.0922]"
